what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1319455527836
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319455559338
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319455560698
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319455567312
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319457144415
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319457154416
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319457170143
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1319457174060
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319457220112
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319457223493
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319457235257
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319457285124
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319457332419
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319457340242
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319457354523
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319457355752
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319457361713
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319457363404
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319457364484
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319457428536
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1319457454187
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1319457475981
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1319457554496
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1319457555463
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1319457570754
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319457572072
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319457572572
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319457572606
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319457572639
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319457572673
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1319457574158
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1319457574338
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1319457574551
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1319457576618
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1319457587467
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1319457588570
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1319457592583
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319457605464
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319457637228
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319457736898
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319457738062
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319457739483
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319457744069
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319457765891
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319457919627
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1319457965698
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1319457966682
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1319457971143
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1319457976533
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1319457977634
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319457980935
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1319458021192
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1319458022339
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1319458029385
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1319458030644
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319458033088
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319458037643
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319458038917
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319458040371
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319458106036
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1319458126225
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1319458127439
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319458136531
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319458137031
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319458137065
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319458137097
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319458137130
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319458137163
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319458137196
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319458137229
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319458137262
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319458137295
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319458137328
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319458137362
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319458137396
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319458137427
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319458137459
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319458137493
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319458137526
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319458137559
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319458137591
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319458137625
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319458137658
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319458137690
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319458137724
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319458137991
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319458138174
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319458138330
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319458143894
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319458144823
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319458146557
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319458153101
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319458155373
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319458161407
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1319458167479
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1319458180541
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1319458191135
