what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1318231852185
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1318231872881
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1318231885985
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318231908872
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318231910120
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318231911865
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318231912835
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318231942673
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318231943277
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318231944363
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318231944976
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1318231976856
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318231982244
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1318231982826
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318232002314
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318232003067
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318232003929
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318232005238
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1318232022696
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1318232023662
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1318232031333
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1318232032881
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1318232033715
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318232035710
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318232036393
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318232129320
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318232141771
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318232171304
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318232183150
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318232321031
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318232321683
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318232323216
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318232324048
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1318232387585
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1318232585436
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1318232590248
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1318232592670
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1318232593567
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1318232597511
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1318232602476
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1318232603716
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1318232604315
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1318232607110
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318232640907
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318232642036
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1318232665521
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1318232667023
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1318232671684
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318232689862
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318232690652
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318232691691
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318232692941
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318232698753
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318232699529
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318232700504
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318232701398
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1318232713967
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1318232716523
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1318232721732
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1318232725660
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318232726910
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318232727605
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318232728651
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318232729183
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318232742969
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318232775515
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318232777006
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318232875700
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1318232898648
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1318232905377
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1318232905431
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1318232905447
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1318232906627
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1318232906752
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1318232906771
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1318232917621
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1318232919096
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1318232920789
closed,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1318232920789
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1318232923072
closed,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1318232923073
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1318232926748
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1318232928016
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1318232928053
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1318232928068
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1318232932746
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1318232932777
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1318232932794
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1318232945892
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1318232945929
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1318232945944
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1318232981032
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1318232992856
closed,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1318232992857
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1318232996158
closed,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1318232996158
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1318232997601
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318233026643
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318233114247
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318233120732
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1318233122475
