what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319794734926
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1319794736947
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1319794738869
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319794740948
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319794741768
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319794743584
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319794747664
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1319794749739
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1319794792149
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319794794347
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319794795436
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319794797749
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319794802502
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1319794804275
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1319794808387
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319794810193
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319794810924
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319794812228
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319794820015
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1319794822163
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1319794827866
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319794829455
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319794830343
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319794831319
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319794836484
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1319794837674
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319794839032
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1319794845093
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319794846834
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319794847665
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319794849719
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319794853761
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1319794855229
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1319794859302
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319794861089
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319794861848
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319794862664
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319794866931
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1319794868604
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1319794932412
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319794933998
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319794934845
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319794937462
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319794940999
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1319794943147
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1319794947150
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319794949274
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319794950051
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319794952477
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319794955367
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319794956792
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1319794958597
