what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1318256302707
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1318256302708
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1318256302735
started,bundle,org.eclipse.egit.core,1.1.0.201109151100-r,"org.eclipse.egit.core",1318256302739
started,bundle,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui",1318256302750
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1318256302773
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1318256302773
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1318256302774
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1318256302776
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1318256302835
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1318256302862
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1318256302897
started,bundle,org.eclipse.equinox.p2.core,2.1.0.v20110502-1955,"org.eclipse.equinox.p2.core",1318256302898
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110502-1955,"org.eclipse.equinox.p2.directorywatcher",1318256302904
started,bundle,org.eclipse.equinox.p2.engine,2.1.0.v20110511,"org.eclipse.equinox.p2.engine",1318256302933
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110510,"org.eclipse.equinox.p2.metadata",1318256302952
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110511-1359,"org.eclipse.equinox.p2.metadata.repository",1318256302966
started,bundle,org.eclipse.equinox.p2.operations,2.1.0.v20110511-1821,"org.eclipse.equinox.p2.operations",1318256302967
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110510,"org.eclipse.equinox.p2.reconciler.dropins",1318256302968
started,bundle,org.eclipse.equinox.p2.repository,2.1.0.v20110601,"org.eclipse.equinox.p2.repository",1318256302974
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk.scheduler",1318256302975
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110502-1955,"org.eclipse.equinox.p2.updatechecker",1318256302977
started,bundle,org.eclipse.equinox.preferences,3.4.1.R37x_v20110725,"org.eclipse.equinox.preferences",1318256303014
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1318256303027
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1318256303048
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1318256303050
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1318256303086
started,bundle,org.eclipse.jface,3.7.0.I20110522-1430,"org.eclipse.jface",1318256303101
started,bundle,org.eclipse.jgit,1.1.0.201109151100-r,"org.eclipse.jgit",1318256303102
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1318256303106
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201108301805,"org.eclipse.linuxtools.cdt.autotools.core",1318256303112
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1318256303120
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1318256303132
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.2.v20110903-0100,"org.eclipse.mylyn.bugzilla.core",1318256303141
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1318256303144
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1318256303145
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1318256303145
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1318256303157
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1318256303166
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1318256303172
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1318256303172
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui",1318256303179
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1318256303191
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1318256303198
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1318256303210
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1318256303218
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1318256303221
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1318256303227
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1318256303236
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1318256303238
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1318256303238
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1318256303246
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1318256303258
started,bundle,org.eclipse.ui.navigator,3.5.100.v20110809-2227,"org.eclipse.ui.navigator",1318256303269
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.resources",1318256303279
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1318256303280
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1318256303289
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1318256303299
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1318256303311
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1318256303319
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1318256303326
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1318256303335
os,sysinfo,,,"linux",1318256303341
arch,sysinfo,,,"x86_64",1318256303341
ws,sysinfo,,,"gtk",1318256303341
locale,sysinfo,,,"en_US",1318256303341
processors,sysinfo,,,"4",1318256303341
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1318256303341
java.runtime.version,sysinfo,,,"1.6.0_23-b23",1318256303341
java.specification.name,sysinfo,,,"Java Platform API Specification",1318256303341
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1318256303341
java.specification.version,sysinfo,,,"1.6",1318256303341
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1318256303341
java.version,sysinfo,,,"1.6.0_23",1318256303341
java.vm.info,sysinfo,,,"mixed mode",1318256303341
java.vm.name,sysinfo,,,"OpenJDK 64-Bit Server VM",1318256303341
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1318256303341
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1318256303341
java.vm.specification.version,sysinfo,,,"1.0",1318256303341
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1318256303341
java.vm.version,sysinfo,,,"20.0-b11",1318256303341
started,bundle,org.eclipse.cdt.codan.ui,2.0.0.201109151620,"org.eclipse.cdt.codan.ui",1318256304707
opened,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1318256305623
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318256463319
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1318256477324
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1318256477362
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1318256481897
closed,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1318256481899
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1318256481932
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1318256483373
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1318256483423
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1318256485821
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318256485872
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318256512428
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1318256513621
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201109151620,"org.eclipse.cdt.codan.checkers.ui",1318256517508
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1318256519785
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318256519800
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318256537315
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318256539687
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318256541436
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318256547074
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1318256547241
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1318256547268
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318256549722
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318256559155
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1318256561399
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1318256562938
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201109151620,"org.eclipse.cdt.debug.core",1318256563351
started,bundle,org.eclipse.cdt.debug.ui,7.1.1.201109151620,"org.eclipse.cdt.debug.ui",1318256563377
started,bundle,org.eclipse.cdt.launch,7.0.0.201109151620,"org.eclipse.cdt.launch",1318256563472
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318256563736
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318256565039
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.1.201109151620,"org.eclipse.cdt.managedbuilder.gnu.ui",1318256566941
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318256570434
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201109151620,"org.eclipse.cdt.debug.mi.ui",1318256570893
started,bundle,org.eclipse.cdt.dsf,2.2.0.201109151620,"org.eclipse.cdt.dsf",1318256570953
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.1.201109151620,"org.eclipse.cdt.dsf.gdb",1318256570969
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201109151620,"org.eclipse.cdt.dsf.gdb.ui",1318256570988
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201109151620,"org.eclipse.cdt.debug.mi.core",1318256571111
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318256759834
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1318256786602
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1318256798880
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318256803329
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318256804732
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318256806645
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318256979352
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318257003473
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318257004475
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318257007294
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318257114830
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318257146246
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318257147233
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318257149094
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318257155373
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318257160655
