what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319003453698
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319003483205
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1319003485769
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1319003492983
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1319003493018
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1319003493034
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319003743068
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319008935292
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1319008940137
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319009046606
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319009059282
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319009096404
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319009106474
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319009115434
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319009135521
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1319009155939
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1319009160961
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319009178868
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319009196050
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1319009270703
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1319009270892
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1319009270929
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1319009270947
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1319009281812
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1319009290228
