what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1319803124147
started,bundle,org.eclipse.ui.navigator,3.5.100.v20110809-2227,"org.eclipse.ui.navigator",1319803124174
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.resources",1319803124185
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1319803124185
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1319803124203
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1319803124230
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1319803124258
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1319803124266
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1319803124273
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1319803124283
os,sysinfo,,,"linux",1319803124287
arch,sysinfo,,,"x86_64",1319803124287
ws,sysinfo,,,"gtk",1319803124287
locale,sysinfo,,,"en_US",1319803124287
processors,sysinfo,,,"4",1319803124288
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1319803124288
java.runtime.version,sysinfo,,,"1.6.0_23-b23",1319803124288
java.specification.name,sysinfo,,,"Java Platform API Specification",1319803124288
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1319803124288
java.specification.version,sysinfo,,,"1.6",1319803124288
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1319803124288
java.version,sysinfo,,,"1.6.0_23",1319803124288
java.vm.info,sysinfo,,,"mixed mode",1319803124288
java.vm.name,sysinfo,,,"OpenJDK 64-Bit Server VM",1319803124288
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1319803124288
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1319803124288
java.vm.specification.version,sysinfo,,,"1.0",1319803124288
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1319803124288
java.vm.version,sysinfo,,,"20.0-b11",1319803124288
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1319803124598
started,bundle,org.eclipse.cdt.codan.ui,2.0.0.201109151620,"org.eclipse.cdt.codan.ui",1319803124656
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1319803124756
opened,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1319803127810
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1319803129168
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1319803129209
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1319803183240
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319803183275
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319803190326
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1319803193071
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1319803195298
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319803195314
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201109151620,"org.eclipse.cdt.codan.checkers.ui",1319803199761
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319803202910
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319803205384
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319803208047
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1319803234263
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1319803234299
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1319803250043
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1319803251960
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1319803314764
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1319803318154
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319803348238
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319803348528
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319803349035
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319803349269
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319803349436
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319803349586
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1319803351756
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1319803389011
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319803435905
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319803436248
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319803436444
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319803436621
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319803436784
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1319803526780
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1319803528006
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1319803535860
